game,account capacity 1,account capacity 2,account capacity 3,game on customer account,game disk
lego marvel avengers xbox 360,0,0,0,0,153000
lego marvel avengers ایکس باکس 360,0,0,0,0,153000
lego marvel collection ps4,0,0,0,0,6200000
lego marvel super heroes 2 ps4,0,0,0,0,4471660
lego marvels super heroes 2 nintendo switch,0,0,0,0,11090000
lego movie videogame ایکس باکس 360,0,0,0,0,294000
lego star wars ps2,0,0,0,0,195000
lego star wars the skywalker saga,0,0,0,0,4750000
lego star wars the skywalker saga ps4,0,0,0,0,8550000
lego starwars 2 ps2,0,0,0,0,199000
lego starwars ll the orginaltrilogy ps2 نشر پرنیان,0,0,0,0,78000
lego the hobbit ps4,0,0,0,0,5990000
lego the hobbit xbox 360,0,0,0,0,355000
lego the lord of the ring xbox 360,0,0,0,0,310000
lego the lord of the rings خصوص xbox 360,0,0,0,0,110000
lego the ninjago movie video game ps4,0,0,0,0,3650000
lego worlds ps4,0,0,0,0,5490000
lies of p,0,0,0,0,5390000
life is strange 2 نسخه بلوری ps4,0,0,0,0,4599900
life is strange before the storm ps4,0,0,0,0,6899900
life is strange true colors نسخه استاندارد,0,0,0,0,5599900
life is strange true colors نسخه بلوری,0,0,0,0,6500000
life is strange نسخه استاندارد ps4,0,0,0,0,5499900
like a dragon ishin! نسخه بلوری ps4,0,0,0,0,4599900
lion king 2,0,0,0,0,235000
lion king ps1,0,0,0,0,197000
little big planet 3 ps4,0,0,0,0,4299900
little nightmares i & ii ps4,0,0,0,0,5970000
little nightmares ii,0,0,0,0,5900000
little nightmares ii enhanced edition نسخه enhanced edition,0,0,0,0,3450000
little nightmares ii ps4,0,0,0,0,5000000
little nightmares iii نسخه استاندارد,0,0,0,0,6707920
lord of the ring fellowship ps2,0,0,0,0,85000
lord of the ring ps2,0,0,0,0,230000
lost planet 3 xbox360,0,0,0,0,140000
lucky luke ps1,0,0,0,0,199000
maction man ps1,0,0,0,0,79500
mad max ps4,0,0,0,0,4299900
madagascar 2 escape africa 2 نشر پرنیان,0,0,0,0,191250
madagascar escape 2 africa ps2,0,0,0,0,73500
madagascar2 ps2,0,0,0,0,180000
mafia 3 xbox one,0,0,0,0,4800000
mafia iii ps4,0,0,0,0,5700000
mafia trilogy نسخه سه ps4,0,0,0,0,6295000
mafia نسخه definitive edition ps4,0,0,0,0,4050000
mario golf super rush نسخه استاندارد nintendo switch,0,0,0,0,9000000
mario kart delux 8 nintendo switch,0,0,0,0,10145820
mario kart world nintendo switch 2,0,0,0,0,12700000
mario strikers battle league nintendo switch,0,0,0,0,15900000
mario vs. donkey kong نسخه استاندارد nintendo switch,0,0,0,0,12000000
marios time machine ps1,0,0,0,0,197000
martian gothic ps1,0,0,0,0,199000
marvel spiderman نسخه special edition ps4,0,0,0,0,35000000
marvel super hero squad 2,0,0,0,0,250000
marvel's guardians of the galaxy نسخه استاندارد,0,0,0,0,5499900
marvel's spider-man miles morales ps4,0,0,0,0,5900000
marvel's spider-man ps4,0,0,0,0,6950000
marvels spider-man 2,0,0,0,0,7041200
mass effect andromeda ps4,0,0,0,0,5700000
matchpoint - tennis championships نسخه legends edition,0,0,0,0,5599900
mater national ps2,0,0,0,0,88500
max payne2 ps2,0,0,0,0,193090
medal of honer europaen assault ps2,0,0,0,0,187500
medal of honor 2010 xbox 360,0,0,0,0,260000
medal of honor 2010 xbox 360 نشر پرنیان,0,0,0,0,250000
medal of honor 2010 ایکس باکس 360,0,0,0,0,350000
medal of honor airborn xbox360 نشر جی بی تیم,0,0,0,0,240000
medal of honor airborne xbox 360,0,0,0,0,145000
medal of honor european assault ps2,0,0,0,0,95000
medal of honor european assault ps2 نشر لوح زرین,0,0,0,0,191250
medal of honor european assault ps2 نشر پرنیان,0,0,0,0,187500
medal of honor front line 2,0,0,0,0,95000
medal of honor front line ps2,0,0,0,0,95000
medal of honor frontilne ps2,0,0,0,0,250000
medal of honor frontline ps2,0,0,0,0,91500
medal of honor ps1 نشر لوح زرین,0,0,0,0,192000
medal of honor ps2,0,0,0,0,239000
medal of honor underground ps1,0,0,0,0,145000
medal of honor vanguard ps2,0,0,0,0,95000
medal of honor warfighter xbox360,0,0,0,0,145000
medal of honor xbox 360,0,0,0,0,199000
medal of honor ایکس باکس 360 نشر پرنیان,0,0,0,0,122000
meet the robinsons the future begins ps2 نشر لوح زرین,0,0,0,0,230000
mega man 11 نسخه استاندارد ps4,0,0,0,0,2999900
metal gear solid 7 ایکس باکس 360,0,0,0,0,239000
metal gear solid v ground zeroes xbox 360 نشر جی بی تیم,0,0,0,0,240000
metal gear solid v the phantom pain day one edition ps4,0,0,0,0,8999900
metal gear solid v xbox 360,0,0,0,0,109500
metal gear solid v xbox 360 نشر عصر,0,0,0,0,88000
metal gear solid xbox36,0,0,0,0,127000
metal gear solid δ snake eater نسخه day one edition,0,0,0,0,7000000
metal slug 5 ps2 نشر لوح زرین,0,0,0,0,191250
metal slug ps2,0,0,0,0,168750
metal slug x ps1,0,0,0,0,230000
metal slug x super vehicle ps1,0,0,0,0,199000
metal slug ۵ ps2 نشر لوح زرین,0,0,0,0,99500
metro 2033 xbox 360,0,0,0,0,94000
metro 2033 ایکس باکس 360,0,0,0,0,90000
metro exodus complete edition,0,0,0,0,4980000
metro exodus ps4,0,0,0,0,5371210
metro redux ps4,0,0,0,0,3550000
metro xbox 360,0,0,0,0,148500
metroid prime remastered نسخه remastered nintendo switch,0,0,0,0,8899900
middle earth shadow of mordor xbox 360,0,0,0,0,299000
middle-earth shadow of mordor نسخه game of the year ps4,0,0,0,0,5299900
midinight club3 dub edition remix ps2 نشر لوح زرین,0,0,0,0,330000
midnight club 3 ps2,0,0,0,0,280000
midnight club los angeles xbox 360,0,0,0,0,185000
minecraft dungeons ps4,0,0,0,0,7540000
minecraft legends deluxe edition,0,0,0,0,7499900
minecraft legends deluxe edition ps4,0,0,0,0,6465310
minecraft nintendo switch,0,0,0,0,6800000
minecraft ps4,0,0,0,0,5100000
minecraft starter collection ps4,0,0,0,0,8900000
minecraft starter pack 700 tokens,0,0,0,0,5335380
minecraft starter pack 700 tokens ps4,0,0,0,0,5071030
mirror's edge catalyst ps4,0,0,0,0,3300000
monster inc ps2,0,0,0,0,147000
monster jam urban assault ps2,0,0,0,0,90000
mortal kombat 1 nintendo switch,0,0,0,0,8070120
mortal kombat 11 ultimate نسخه استیل بوک,0,0,0,0,22000000
mortal kombat 11 نسخه ultimate edition,0,0,0,0,5500000
mortal kombat 11 نسخه ultimate edition ps4,0,0,0,0,5399900
mortal kombat 11 نسخه استاندارد ps4,0,0,0,0,4730000
mortal kombat legacy kollection نسخه legacy kollection,0,0,0,0,7399900
mortal kombat ps2,0,0,0,0,195000
mortal kombat x نسخه استاندارد ps4,0,0,0,0,5990000
moto gp 07 ps2,0,0,0,0,230000
moto gp 2 ps2,0,0,0,0,230000
moto gp2 ps2,0,0,0,0,230000
moto racer 2 ps1,0,0,0,0,199000
moto racer2 ps1,0,0,0,0,199000
motogp 2 ps2,0,0,0,0,230000
motogp2 ps2 نشر لوح زرین,0,0,0,0,250000
motor harley davidson company ps2,0,0,0,0,84500
motor storm arctic edge ps2,0,0,0,0,235000
motorstorm arctic edge ps2,0,0,0,0,79000
mount & blade ii bannerlord نسخه استاندارد,0,0,0,0,5520920
mr bean ps2,0,0,0,0,175000
mud runner ps4,0,0,0,0,3987040
murdered soul suspect x-box 360 نشر پرنیان,0,0,0,0,69000
murdered soul suspect xbox 360,0,0,0,0,99900
murdered soul suspect xbox360,0,0,0,0,85000
murdered soul suspect xbox360 نشر عصر,0,0,0,0,172000
murdered soul suspect نسخه بلوری ps4,0,0,0,0,5600000
murdred soul suspect xbox 360 نشر جی بی تیم,0,0,0,0,240000
my sims sky heroes xbox 360,0,0,0,0,110000
nba 09 the inside 2,0,0,0,0,250000
nba 09 the inside ps2,0,0,0,0,170000
nba 2k16 ps4,0,0,0,0,4000000
nba 2k18 نسخه استاندارد ps4,0,0,0,0,4800000
nba 2k24 نسخه kobe bryant,0,0,0,0,10000000
nba 2k25,0,0,0,0,5999900
nba 2k9 ps2,0,0,0,0,230000
nba ps2,0,0,0,0,230000
nba09 ps2,0,0,0,0,86500
need for speed 2 2,0,0,0,0,285000
need for speed 3 ps1,0,0,0,0,250000
need for speed carbon ps2,0,0,0,0,200000
need for speed heat نسخه استاندارد ps4,0,0,0,0,4500000
need for speed hot pursuit remastered نسخه استاندارد ps4,0,0,0,0,4899900
need for speed hot pursuit x-box 360 نشر پرنیان,0,0,0,0,149500
need for speed hot pursuit xbox 360,0,0,0,0,101000
need for speed hot pursuit ایکس باکس 360,0,0,0,0,160000
need for speed hot pursuit ایکس باکس360,0,0,0,0,262500
need for speed most wanted 2 xbox 360,0,0,0,0,140000
need for speed most wanted 2012 xbox 360 نشر جی بی تیم,0,0,0,0,240000
need for speed most wanted xbox 360,0,0,0,0,95000
need for speed most wanted xbox 360 نشر عصر,0,0,0,0,255000
need for speed most wanted xbox360 نشر پرنیان,0,0,0,0,130000
need for speed payback نسخه استاندارد ps4,0,0,0,0,4150000
need for speed rivals ps4,0,0,0,0,3200000
need for speed unbound,0,0,0,0,3750000
need for speed under cover xbox,0,0,0,0,72000
need for speed undercouer ps2,0,0,0,0,295000
need for speed undercover ps2,0,0,0,0,195000
need for speed undercover xbox 360,0,0,0,0,99000
need for speed undercover xbox 360 نشر جی بی تیم,0,0,0,0,240000
need for speed undergroud 2 ps2,0,0,0,0,256000
need for speed undergroud ps2,0,0,0,0,278000
need for speed underground 2 ps2,0,0,0,0,355000
neopets the darkest faerie ps2,0,0,0,0,170000
new gundam breaker ps4,0,0,0,0,4000000
nier automata نسخه goty ps4,0,0,0,0,4299900
nier replicant نسخه استاندارد ps4,0,0,0,0,4850000
ninja assault ps2,0,0,0,0,75000
ninja gaiden 4 نسخه استاندارد,0,0,0,0,9500000
ninja gaiden master collection نسخه standard edition ps4,0,0,0,0,9999990
ninja ps1,0,0,0,0,230000
nintendo switch sports نینتندو سوئیچ به همراه leg grip,0,0,0,0,9750000
nintendo world championships نسخه nes edition nintendo switch,0,0,0,0,5899900
nioh 3 نسخه steelbook,0,0,0,0,8718320
nioh collection,0,0,0,0,5700000
nioh نسخه استاندارد ps4,0,0,0,0,5700000
no man's sky,0,0,0,0,7850000
operation flashpoint ایکس باکس 360,0,0,0,0,260000
operation raccoon city ایکس باکس 360 نشر پرنیان,0,0,0,0,160000
p.t.o ps2,0,0,0,0,70000
pac man world 2 ps2,0,0,0,0,85000
panda kung fu ps2,0,0,0,0,235000
paper mario the origami king نسخه استاندارد nintendo switch,0,0,0,0,12000000
paris dakar rally ps2,0,0,0,0,71250
park ranger simulator نسخه استاندارد,0,0,0,0,6699900
payday 3,0,0,0,0,4899900
pepsi man ps1,0,0,0,0,188000
pepsiman ps1,0,0,0,0,173000
persona 5 tactica,0,0,0,0,6606960
persona 5 tactica نسخه,0,0,0,0,6099900
pes 2014 xbox360,0,0,0,0,156000
pes 2017 ps4,0,0,0,0,4900000
pes 2018 ps4,0,0,0,0,8500000
pes 2019 ۱,0,0,0,0,193090
pes 2020 ps2,0,0,0,0,255000
pes 2020 لیگ برتر ps2 نشر لوح زرین,0,0,0,0,250000
pes 2020 مدل سازی شده ps2,0,0,0,0,255000
pes 2021 ps1,0,0,0,0,260000
pes 2021 ps4,0,0,0,0,13500000
pes 2021 season update ps2,0,0,0,0,275000
pes 2021 xbox 360 نسخه مادسازی شده,0,0,0,0,105000
pes 2021 xbox360 نشر پرنیان,0,0,0,0,266250
pes 2021 لیگ برتر ایران xbox360 نشر عصر,0,0,0,0,350000
pes 2021 مدل سازی شده ps2,0,0,0,0,250000
pes 2022 + لیگ برتر ایران xbox 360 نشر پرنیان,0,0,0,0,266250
pes 2022 xbox 360,0,0,0,0,355000
pes 2022 xbox 360 نشر پرنیان,0,0,0,0,195000
pes2015 ps4,0,0,0,0,3300000
pes2021 ps2,0,0,0,0,250000
petz catz 2 ps2,0,0,0,0,90000
pig 2,0,0,0,0,225000
pigles big game ps2,0,0,0,0,74000
piglets big ps2,0,0,0,0,92000
pimp and ride ps2,0,0,0,0,235000
pimp my ride 2,0,0,0,0,235000
pimp my ride ps2,0,0,0,0,230000
ping pong ps2,0,0,0,0,199000
pinocchio ps2,0,0,0,0,85000
planescape torment & icewind dale ps4,0,0,0,0,2299900
poppy playtime triple pack,0,0,0,0,5990000
power rangers ps1,0,0,0,0,199000
predator hunting grounds نسخه استاندارد ps4,0,0,0,0,4199900
prey ps4,0,0,0,0,3499900
prince of persia lost crown,0,0,0,0,4570940
prince of persia lost crown ps4,0,0,0,0,4616240
prince of persia the lost crown نسخه استاندارد nintendo switch,0,0,0,0,6587920
prison break xbox 360,0,0,0,0,150000
project cars 2 نسخه استاندارد ps4,0,0,0,0,11000000
prototype 2 x box 360,0,0,0,0,103000
prototype 2 xbox 360,0,0,0,0,78000
prototype 2 xbox 360 نشر جی بی تیم,0,0,0,0,240000
prototype2 xbox 360,0,0,0,0,355000
rabbids invasion نسخه استاندارد ps4,0,0,0,0,5000000
rabbids party of legends نسخه استاندارد nintendo switch,0,0,0,0,6499900
race to harley davidson the rally ps2,0,0,0,0,230000
racing 2 2,0,0,0,0,235000
racing 2 ps2,0,0,0,0,230000
rainbow six extraction نسخه استاندارد,0,0,0,0,6350000
rainbow six vegas 2 ایکس باکس 360,0,0,0,0,350000
rainbowsix vegas 2 xbox 360,0,0,0,0,266250
rambo xbox 360,0,0,0,0,163000
ratatouilee ps2 کد 007,0,0,0,0,90000
ratatouille 2,0,0,0,0,255000
ratatouille ps2,0,0,0,0,84800
ratchet & clank ps4,0,0,0,0,3599900
ratchet & clank rift apart,0,0,0,0,6010120
ratchet and clank ps4,0,0,0,0,3850000
rayman arena ps2,0,0,0,0,94000
rayman legends definitive edition nintendo switch,0,0,0,0,6700000
rayman legends ps4,0,0,0,0,3600000
rayman legends xbox,0,0,0,0,352000
rayman legends xbox 360,0,0,0,0,355000
rayman origins xbox 360 نشر جی بی تیم,0,0,0,0,240000
rayman origins مناسب xbox 360,0,0,0,0,355000
rayman ps2,0,0,0,0,230000
red dead redemption 2 نسخه استاندارد ps4,0,0,0,0,4600000
resident evil 2,0,0,0,0,4900000
resident evil 2 remake نسخه بلوری ps4,0,0,0,0,3950000
resident evil 3 remake نسخه استاندارد ps4,0,0,0,0,3180830
resident evil 4 gold edition,0,0,0,0,7022890
resident evil 4 ps4,0,0,0,0,3729940
resident evil 4 remake,0,0,0,0,4680000
resident evil 4 remake ps4,0,0,0,0,4682870
resident evil 4 remake نسخه gold edition ps4,0,0,0,0,6383820
resident evil 5 نسخه استاندارد ps4,0,0,0,0,4299900
resident evil 6 نسخه استاندارد ps4,0,0,0,0,4130000
resident evil 7 biohazard ps4,0,0,0,0,5334100
resident evil 7 biohazard نسخه gold edition ps4,0,0,0,0,6450000
resident evil 8 village,0,0,0,0,4103160
resident evil operation raccoon city x box,0,0,0,0,255000
resident evil operation raccoon city ایکس باکس 360,0,0,0,0,155000
resident evil origins collection nintendo switch,0,0,0,0,9000000
resident evil origins collection نسخه استاندارد ps4,0,0,0,0,4575450
resident evil revelation ایکس باکس 360,0,0,0,0,255000
resident evil revelations 2 نسخه بلوری ps4,0,0,0,0,5737000
resident evil revelations xbox 360,0,0,0,0,345000
resident evil revelations نسخه استاندارد ps4,0,0,0,0,5599900
resident evil revelotion xbox 360 نشر جی بی تیم,0,0,0,0,240000
resident evil village gold edition,0,0,0,0,5900000
resident evil village نسخه gold edition ps4,0,0,0,0,5599900
returnal,0,0,0,0,8600000
reyman arena ps2,0,0,0,0,85000
ride 4,0,0,0,0,6000000
ride 5 نسخه standard,0,0,0,0,5550000
riders republic & immortals fenyx rising نسخه دو,0,0,0,0,7599990
rigs mechanized combat league نسخه استاندارد ps4,0,0,0,0,4599900
rise of the ronin نسخه استاندارد,0,0,0,0,6899900
rise of the tomb raider ps,0,0,0,0,4499900
rise of tomb raider xbox one,0,0,0,0,5600000
road craft,0,0,0,0,11700000
road rash 1,0,0,0,0,235000
road rash 4 jailbreak ps1,0,0,0,0,199000
road rash jailbeak ps1,0,0,0,0,199000
road rash ps1,0,0,0,0,109500
robert ludlums the bourne conspiracy xbox360,0,0,0,0,180000
robocop rogue city – unfinished business نسخه استاندارد,0,0,0,0,6299900
rocket arena mythic edition ps4,0,0,0,0,1644340
rocket league collectors edition ps4,0,0,0,0,9900000
rogue warrior ایکس باکس 360,0,0,0,0,95000
rugby 25 نسخه استاندارد,0,0,0,0,4645390
s.t.a.l.k.e.r. 2 heart of chornobyl نسخه استاندارد,0,0,0,0,7799900
sackboy a big adventure,0,0,0,0,5019140
saints row نسخه criminal customs,0,0,0,0,4499900
saints row نسخه day one edition,0,0,0,0,4650000
sayonara wild hearts ps4,0,0,0,0,4000000
scarlet nexus,0,0,0,0,7000000
second sight ps2,0,0,0,0,95000
secret service ps2,0,0,0,0,95000
shadow of mordor ps4,0,0,0,0,4299900
shadow of mordor xbox 360,0,0,0,0,144000
shadow of mordor xbox360,0,0,0,0,84580
shadow of mordor ایکس باکس 360,0,0,0,0,110000
shadow of the colossus ps2,0,0,0,0,230000
shadow of the colossus ps4,0,0,0,0,6899900
shadow of the tomb raider نسخه defitnitive edition ps4,0,0,0,0,4899900
shadow of the tomb raider نسخه استاندارد ps4,0,0,0,0,4299900
shadow of war ps4,0,0,0,0,12000000
shinobi 2,0,0,0,0,187500
shinobi ps2,0,0,0,0,67500
shrek for ever after xbox 360 نشر جی بی تیم,0,0,0,0,240000
shrek forever after xbox 360,0,0,0,0,96500
shrek forever after ایکس باکس 360 نشر پرنیان,0,0,0,0,140000
shrek ps1,0,0,0,0,65000
shrek ps2,0,0,0,0,235000
shrek smash n' crash racing ps2,0,0,0,0,99000
shrek super party ps2,0,0,0,0,230000
shrek superslam ps2 نشر لوح زرین,0,0,0,0,199000
shrek treasure hunt ps1,0,0,0,0,56900
sifu نسخه vengeance edition,0,0,0,0,9999900
sifu نسخه استاندارد,0,0,0,0,5400000
silent hill 2 نسخه استاندارد,0,0,0,0,9600000
silent hill f نسخه استاندارد,0,0,0,0,8700000
skull and bones نسخه special edition,0,0,0,0,4999900
sled storm ps1,0,0,0,0,64000
sleeping dogs ps4,0,0,0,0,3494640
sniper 2 ps2,0,0,0,0,83000
sniper elite 2,0,0,0,0,200000
sniper elite 3 xbox 360,0,0,0,0,175000
sniper elite 4 ps4,0,0,0,0,4399900
sniper elite iii xbox 360,0,0,0,0,130000
sniper elite ps2,0,0,0,0,94000
sniper elite ps2 نشر پرنیان,0,0,0,0,95000
sniper elite resistance,0,0,0,0,7139750
sniper elite v2 xbox 360,0,0,0,0,210000
sniper elite v2 xbox360,0,0,0,0,369000
sniper elite نسخه v2 xbox360,0,0,0,0,180000
sniper ghost warrior 2 xbox 360,0,0,0,0,139000
sniper ghost warrior 3 نسخه season pass edition ps4,0,0,0,0,3499900
sniper ghost مناسب,0,0,0,0,5172170
snoopy vs the red baron 2,0,0,0,0,73000
snow runner ps4,0,0,0,0,5572200
snowrunner,0,0,0,0,4965760
snowrunner نسخه استاندارد nintendo switch,0,0,0,0,7866150
socom u.s navy seals 2,0,0,0,0,250000
socom u.s. navy seals combined assault ps2,0,0,0,0,255000
soldier 2,0,0,0,0,235000
sonic colors ultimate نسخه بلوری ps4,0,0,0,0,4600000
sonic forces ps4,0,0,0,0,4200000
sonic frontier ps4,0,0,0,0,6900000
sonic frontiers,0,0,0,0,5000000
sonic frontiers nintendo switch,0,0,0,0,11200000
sonic mania plus ps4,0,0,0,0,3229130
sonic origins plus نسخه استاندارد,0,0,0,0,4900000
sonic racing crossworlds نسخه استاندارد,0,0,0,0,6350000
sonic riders zero gravity ps2,0,0,0,0,95000
sonic shadow مناسب,0,0,0,0,5542800
sonic superstars,0,0,0,0,4000000
sonic superstars نسخه استاندارد nintendo switch,0,0,0,0,7899900
sonic superstars نسخه بلوری ps4,0,0,0,0,4069790
sonic unleashed ps2,0,0,0,0,185000
sonic ایکس باکس 360,0,0,0,0,345000
sonicteam racing ps4,0,0,0,0,5599900
soul calibur vi & tekken 7 نسخه بلوری ps4,0,0,0,0,6899900
south park snow day نسخه استاندارد,0,0,0,0,4299900
special force ps1,0,0,0,0,110000
special forces 2,0,0,0,0,95000
special forces ps1,0,0,0,0,199000
special forces ps2,0,0,0,0,95000
spider man 2 ps1,0,0,0,0,235000
spider man friend or foe xbox 360,0,0,0,0,255000
spider man ps1,0,0,0,0,199000
spider man shattered dimensions xbox360 نشر پرنیان,0,0,0,0,255000
spider-man 2 ps1,0,0,0,0,95000
spider-man friend foe xbox 360,0,0,0,0,266250
spider-man friend or foe xbox 360,0,0,0,0,175000
spider-man miles morales,0,0,0,0,4800000
spider-man shattered dimensions xbox360,0,0,0,0,255000
spider-man-friend-or-foe xbox 360,0,0,0,0,266250
spiderman 3 merchandising ps2,0,0,0,0,287000
spiderman shattered dimensions ایکس باکس360,0,0,0,0,350000
spiderman web of shadows ps2,0,0,0,0,190000
spilit second xbox 360,0,0,0,0,266250
split / second xbox 360,0,0,0,0,138000
split fiction,0,0,0,0,7500000
split second xbox 360,0,0,0,0,355000
split second ایکس باکس360,0,0,0,0,262500
sponge bob ps1,0,0,0,0,88000
spongebob ps1,0,0,0,0,88500
spongebob ps4,0,0,0,0,5500000
spongebob squarepants the cosmic shake نسخه استاندارد,0,0,0,0,5600000
spongebob squarepants the cosmic shake نسخه استاندارد nintendo switch,0,0,0,0,10000000
spongebob squarepants the cosmic shake نسخه بلوری ps4,0,0,0,0,5499900
spongebob squarepants the patrick star ps4,0,0,0,0,6305950
spongebob squarepants the patrick star نسخه standard,0,0,0,0,6499900
spongebob squarepants titans of the tide نسخه استاندارد,0,0,0,0,5400000
spongebob squarepants نسخه titans of the tide 2 nintendo switch,0,0,0,0,14000000
spyro reignited trilogy ps4,0,0,0,0,8999900
star wars 2 ps2,0,0,0,0,250000
star wars 3 ps2,0,0,0,0,85000
star wars battlefront ii ps4,0,0,0,0,5500000
star wars battlefront ps4,0,0,0,0,3800000
star wars iii ps2,0,0,0,0,93750
star wars jedi fallen order,0,0,0,0,5616460
star wars jedi fallen order نسخه استاندارد ps4,0,0,0,0,5299900
star wars jedi survivor نسخه استاندارد,0,0,0,0,5801000
star wars jedi survivor نسخه استاندارد ps4,0,0,0,0,6299900
star wars ll 2,0,0,0,0,235000
star wars outlaws نسخه special edition,0,0,0,0,5350000
star wars ps2,0,0,0,0,230000
star wars revenge of the sith iii ps2,0,0,0,0,199000
star wars squadrons نسخه استاندارد ps4,0,0,0,0,3499900
starblood arena ps4,0,0,0,0,4000000
stray,0,0,0,0,6000000
stray nintendo switch,0,0,0,0,11500000
stray ps4,0,0,0,0,7940670
street fighter 6 نسخه استاندارد,0,0,0,0,5732170
street fighter v ps4,0,0,0,0,4999900
street fighter نسخه 30th anniversary edition ps4,0,0,0,0,4299900
streets of rage 4 anniversary edition ps4,0,0,0,0,5680820
streets of rage 4 anniversary edition نسخه کارتریج nintendo switch,0,0,0,0,8599900
suicide squad kill the justice league نسخه استاندارد,0,0,0,0,3850000
super hero squad ps2,0,0,0,0,92000
super james pond ps2,0,0,0,0,79000
super man retruns ps2,0,0,0,0,62000
super mario all-stars ps1,0,0,0,0,228000
super mario odyssey نینتندو سوئیچ,0,0,0,0,11000000
super mario party jamboree نسخه استاندارد nintendo switch,0,0,0,0,14000000
super mario ps1,0,0,0,0,199000
super monkey ball adventure ps2,0,0,0,0,199000
superman returns ps2,0,0,0,0,99000
superman returns ps2 نشر لوح زرین,0,0,0,0,69500
superman returns ps2 نشر پرنیان,0,0,0,0,95000
superman returns xbox 360,0,0,0,0,99000
superman returns عصر ps2,0,0,0,0,79000
syberia the world before نسخه استاندارد,0,0,0,0,4899900
syndicate ایکس باکس 360,0,0,0,0,150000
tales of arise نسخه استاندارد,0,0,0,0,4999900
tarzan ps1,0,0,0,0,198000
tarzan ps2,0,0,0,0,199000
taxi chaos نسخه استاندارد ps4,0,0,0,0,5299900
teenage mutant ninja turtles 2 battle nexus ps2,0,0,0,0,255000
teenage mutant ninja turtles 2 battle nexus ps2 نشر لوح زرین,0,0,0,0,250000
teenage mutant ninja turtles 2 ps2,0,0,0,0,235000
teenage mutant ninja turtles ps1,0,0,0,0,123000
teenage mutant ninja turtles shredder&#039;s revenge - anniversary edition نسخه استاندارد,0,0,0,0,5999000
teenage mutant ninja turtles shredder's revenge,0,0,0,0,5599900
teenage mutant ninja turtles the cowabunga collection ps4,0,0,0,0,6000000
teenage mutant ninja turtles the cowabunga collection نسخه استاندارد,0,0,0,0,4899900
teenage mutant ninja turtles ایکس باکس 360,0,0,0,0,255000
teenage mutants revenge نسخه ultimate edition,0,0,0,0,7000000
tekken 3 playstation 1,0,0,0,0,273000
tekken 5 ps2,0,0,0,0,270000
tekken 7 ps4,0,0,0,0,3247640
tekken 8 نسخه استاندارد,0,0,0,0,5199000
tekken ۳ ps1,0,0,0,0,219000
tekken4 playstation2,0,0,0,0,175000
tekken6 playstation2,0,0,0,0,170000
tennis world tour 2 complete edition,0,0,0,0,5271740
terminator 3 ps2,0,0,0,0,230000
terminator3 rise of the machines ps2,0,0,0,0,230000
the addams family mansion mayhem نسخه استاندارد ps4,0,0,0,0,2899900
the book of unwritten tales 2 نسخه بلوری ps4,0,0,0,0,7000000
the callisto protocol,0,0,0,0,5299900
the callisto protocol نسخه day one edition,0,0,0,0,5899900
the callisto protocol نسخه کالکتور,0,0,0,0,67000000
the crew 2 ps4,0,0,0,0,6300000
the crew motorfest,0,0,0,0,4340510
the crew نسخه استاندارد ps4,0,0,0,0,11000000
the darkest faerie ps2,0,0,0,0,75000
the elder scrolls iv oblivion remastered نسخه دیلاکس,0,0,0,0,6750000
the godfather 2 xbox 360,0,0,0,0,165000
the history channel battle for the pacific ps2,0,0,0,0,95000
the history channel civil war ps2,0,0,0,0,235000
the hulk ps1,0,0,0,0,94000
the incerdible hulk ps2,0,0,0,0,230000
the increadibles ps2,0,0,0,0,230000
the incredible hulk 2,0,0,0,0,78200
the incredible hulk ps1,0,0,0,0,198000
the incredible hulk ps2,0,0,0,0,87000
the incredibles ps2,0,0,0,0,235000
the italian job ps2,0,0,0,0,230000
the itchy & scratchy ps2,0,0,0,0,86000
the itchy and scratchy ps2,0,0,0,0,83500
the last guardian ps4,0,0,0,0,4899900
the last of us ii,0,0,0,0,5502100
the last of us part 1 نسخه standard,0,0,0,0,5400000
the last of us part ii ps4,0,0,0,0,4800000
the last of us part ii ps4 نسخه special edition,0,0,0,0,10500000
the last of us ps4,0,0,0,0,3150000
the lego batman ps2,0,0,0,0,245000
the lego movie 2 videogame ps4,0,0,0,0,6900000
the lion king ps2,0,0,0,0,90000
the lord of the rings 2,0,0,0,0,235000
the lord of the rings gollum نسخه استاندارد ps4,0,0,0,0,2850000
the lord of the rings the fellowship of the ring ps2,0,0,0,0,80000
the lord of the rings ایکس باکس 360,0,0,0,0,210000
the medium,0,0,0,0,8300000
the medium نسخه استاندارد,0,0,0,0,6299900
the mummy ps2,0,0,0,0,79000
the neighborhood bundle nintendo switch,0,0,0,0,6599900
the order 1886 ps4,0,0,0,0,6850000
the quarry,0,0,0,0,4599900
the quarry نسخه بلوری ps4,0,0,0,0,4800000
the sniper 2 ps2,0,0,0,0,230000
the sniper 2 ps2 نشر پرنیان,0,0,0,0,37000
the witcher 3 wild hunt نسخه complete_edition nintendo switch,0,0,0,0,8999900
time crisis ps2,0,0,0,0,250000
time shift ایکس باکس 360,0,0,0,0,69000
tintin reporter - cigars of the pharaoh limited edition نسخه استیل بوک,0,0,0,0,11000000
tmnt 2,0,0,0,0,235000
tmnt ps2,0,0,0,0,230000
tmnt teenage mutant ninja turtles mutants in manhattan xbox 360,0,0,0,0,195000
